"Apex Ministry/Dept/State","Parent of Organisation",org_code,org_name,contact_address1,contact_address2,contact_address3,pincode,pg_officer_desig,"Organisation levels"
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 15 Kolkata",ADJ43,"Addl CIT R 43 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 43 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT-18 Kolkata",ADJ52,"Addl CIT R-52 Kolkata","Banboo Villa","169  AJC Bose Road",Kolkata,700014,"Addl CIT Range-52 Kolkata",NA
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 18 Kolkata",ADJ54,"Addl CIT R 54 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 54 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Burdwan",ADJB1,"Addl CIT R 1 Bdn","Aayakar Bhawan",NA,NA,713101,"Addl CIT R 1 Bdn",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Burdwan",ADJB2,"Addl CIT R 2 Burdwan","Aayakar bhawan",NA,NA,713101,"Addl CIT R 2 Burdwan",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Burdwan",ADJB3,"Addl CIT R 3 Suri","Aayakar Bhawan",NA,NA,731101,"Addl CIT R 3 Suri",5
"Central Board of Direct Taxes (Income Tax)","Pr CIT Central 1 Kol",ADJC1,"Addl CIT Central 1 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT Central R 1 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr CIT Central 1 Kol",ADJC2,"Addl CIT Central 2 Kol","121 THAHEKHU VILLAGE DIMAPUR NAGALAND",NA,NA,700107,"Addl CIT Central R 2 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr CIT Central 2 Kol",ADJC3,"Addl CIT Central R 3 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT Central R 3 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr CIT Central 2 Kol",ADJC4,"Addl CIT Central R 4 Kol","Aayakar bhawan Poorva",NA,NA,700107,"Addl CIT Central R 4 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Durgapur",ADJD1,"Addl CIT R 1 Dur","Aayakar Bhawan Annexe",NA,NA,713216,"Addl CIT R 1 Dur",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Durgapur",ADJD2,"Addl CIT R 2 Dur","Aayakar Bhawan Annexe",NA,NA,713216,"Addl CIT R 2 Dur",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Durgapur",ADJD3,"Addl CIT R 3 Ban","Aayakar Bhawan",NA,NA,722102,"Addl CIT R 3 Ban",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Jalpaiguri",ADJJ1,"Addl CIT R 1 Jalpaiguri","Central Revenue Building",NA,NA,735101,"JCIT RANGE 1 Jalpaiguri",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Jalpaiguri",ADJJ2,"Addl CIT R 2 Jalpaiguri","Central Revenue Building",NA,NA,735101,"JCIT RANGE  2 Jalpaiguri",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Jalpaiguri",ADJJ3,"Addl CIT R 3 Malda","Income Tax Office",NA,NA,732101,"JCIT RANGE- 3 Malda",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 1 Kolkata",ADL01,"Addl.CIT R1 Kol","Aayakar Bhawan  Kolkata",NA,NA,700069,"Addl.CIT R1 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 1 Kolkata",ADL02,"Addl CIT R 2 Kol","Aayakar Bhawan",NA,NA,700069,"Addl CIT R 2 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 1 Kolkata",ADL03,"Addl CIT R 3 Kol","Aayakar Bhawan",NA,NA,700069,"Addl CIT R 3 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 2 Kolkata",ADL04,"Addl CIT R 4 Kol","Aayakar Bhawan","P-7  CHOWRINGHEE SQUARE","8TH FLOOR  KOLKATA-700069",700069,"Addl CIT R 4 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 2 Kolkata",ADL05,"Addl CIT R 5 Kol","Aayakar Bhawan","P-7  CHOWRINGHEE SQUARE  ROOM-8/18","8TH FLOOR  KOLKATA-700069",700069,"Addl CIT R 5 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 2 Kolkata",ADL06,"Addl CIT R 6 Kol","Aayakar Bhawan","P-7  CHOWRINGHEE SQUARE","6TH FLOOR  KOLKATA - 700069",700069,"Addl CIT R 6 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 3 Kolkata",ADL07,"Addl CIT R 7 Kol","Aayakar Bhawan",NA,NA,700069,"Addl CIT R 7 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 3 Kolkata",ADL08,"Addl CIT R 8 Kol","5th Floor Aayakar Bhawan",NA,NA,700069,"JCIT Range 8 Kolkata",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 3 Kolkata",ADL09,"Addl CIT R 9 Kol","Aayakar Bhawan",NA,NA,700069,"Addl CIT R 9 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 4 Kolkata",ADL10,"Addl CIT R 10 Kol","Aayakar Bhawan",NA,NA,700069,"Addl CIT R 10 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 4 Kolkata",ADL11,"Addl CIT R 11 Kol","Aayakar Bhawan",NA,NA,700069,"JOINT CIT R 11 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 4 Kolkata",ADL12,"Addl CIT R 12 Kol","Aayakar Bhawan  P-7  CHOWRINGHEE SQUARE",NA,NA,700069,"JCIT RANGE 12 Kolkata",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 5 Kolkata",ADL13,"Addl CIT R 13 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT R 13 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 5 Kolkata",ADL14,"Addl CIT R 14 Kol","Aayar Bhawan Poorva",NA,NA,700107,"Addl CIT R 14 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 5 Kolkata",ADL15,"Addl CIT R 15 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT R 15 Kol",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL22,"Addl.CIT Range 22 Kolkata","54/1 Rafi Ahmed Kidwai Road","4th Floor  R No 3",Kolkata,700016,"Addl.CIT Range 22 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL23,"Addl.CIT Range 23 Kolkata","Aayakar bhawan  G.T.Road  Khadina More","2nd Floor  R No 203","Chimsura  Hooghly",712101,"Addl.CIT Range 23 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL24,"Addl.CIT Range 24 Kolkata","Aayakar bhawan  G.T.Road  Khadina More","2nd Floor  R No 203","Chinsurah  Hooghly",712101,"Addl.CIT Range 24 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 9 Kolkata",ADL25,"Addl CIT R 25 Kol","Aayakar Bhawan Dakshin",NA,NA,700068,"Addl CIT R 25 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 9 Kolkata",ADL26,"Addl CIT R 26 Kol","Aayakar bhawan Dakshin",NA,NA,700068,"Addl CIT R 26 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 9 Kolkata",ADL27,"Addl CIT R 27 Hal","AAYKAR BHAWAN HALDIA",NA,NA,700068,"LAL MOHAN MAJHI",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 10 Kolkata",ADL28,"Addl CIT R 28 Kol","Aayakar Bhawan Dakshin",NA,NA,700068,"Addl CIT Range 28 Kolkata",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 10 Kolkata",ADL29,"Addl CIT R 29 Kol","Aayakar Bhawan Dakshin",NA,NA,700068,"Addl CIT R 29 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 10 Kolkata",ADL30,"Addl CIT R 30 Kol","Aayakar Bhawan Dakshin",NA,NA,700068,"Addl CIT R 30 Kol",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL31,"Addl.CIT Range 31 Kolkata",I.T.Office,"10B Middleton Row Kolkata",NA,700071,"Addl.CIT Range 31 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL32,"Addl.CIT Range 32 Kolkata",I.T.Office,"10B Middleton Row Kolkata",NA,700071,"Addl.CIT Range 32 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADL33,"Addl.CIT Range 33 Kolkata",I.T.Office,"10B Middleton Row Kolkata",NA,700071,"Addl.CIT Range 33 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 12 Kolkata",ADL34,"Addl CIT R 34 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT R 34 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 12 Kolkata",ADL35,"Addl CIT R 35 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT R 35 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 12 Kolkata",ADL36,"Addl CIT R 36 Kol","Aayakar Bhawan Poorva",NA,NA,700107,"Addl CIT R 36 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 13 Kolkata",ADL37,"Addl CIT R 37 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 37 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 13 Kolkata",ADL38,"Addl CIT R 38 Mid","Amaravati Lodge",NA,NA,721101,"Addl CIT R 38 Mid",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 13 Kolkata",ADL39,"Addl CIT R 39 Mid","Sahoo Bhawan",NA,NA,732101,"Addl CIT R 39 Mid",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 14 Kolkata",ADL40,"Addl CIT R 40 Kol","3 Govt Pl West",NA,NA,700001,"Addl CIT R 40 Kol",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax 4 Mumbai.",ADL41,"Addl CIT 4.1 Mumbai","Room no 641  Aayakar Bhavan  M.K. Road  Mumbai",NA,NA,400020,"Addl. CIT Range 4.1",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax 4 Mumbai.",ADL42,"Addl CIT 4.2 Mumbai","Room no. 639  Aayakar Bhawan  M. K. Road  Mumbai",NA,NA,400020,"Addl. CIT 4.2 Mumbai",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax 4 Mumbai.",ADL43,"Addl. CIT 4.3 Mumbai","Room No. 635  Aayakar Bhawan  M.K. Road  Mumbai",NA,NA,400020,"Addl. CIT 4.3",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 15 Kolkata",ADL44,"Addl CIT R 44 Kol","3 Govt Place West",NA,NA,700001,"JOINT  CIT R -44 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 15 Kolkata",ADL45,"Addl CIT R 45 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 45 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 16 Kolkata",ADL46,"Addl CIT R 46 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 46 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 16 Kolkata",ADL47,"Addl CIT R 47 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 47 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 16 Kolkata",ADL48,"Addl CIT R 48 Kol","Govt Pl West",NA,NA,700001,"Addl CIT R 48 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 17 Kolkata",ADL49,"Addl CIT R 49 Kol","Uttarapan Complex",NA,NA,700054,"Addl CIT R 49 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 17 Kolkata",ADL50,"Addl CIT R 50 Kol","Uttarapan Complex",NA,NA,700054,"Addl CIT R 50 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 17 Kolkata",ADL51,"Addl CIT R 51 Kol","Uttarapan Complex",NA,NA,700054,"Addl CIT R 51 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 18 Kolkata",ADL52,"Addl CIT R 52 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 52 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 18 Kolkata",ADL53,"Addl CIT R 53 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 53 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 18 Kolkata",ADL54,"Addl CIT R 55 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 54 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 19 Kolkata",ADL55,"Addl CIT R 55 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 55 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 19 Kolkata",ADL56,"Addl CIT R 56 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 56 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 19 Kolkata",ADL57,"Addl CIT R 57 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 57 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 20 Kolkata",ADL58,"Addl CIT R 58 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 58 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 20 Kolkata",ADL59,"Addl CIT R 59 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 59 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 20 Kolkata",ADL60,"Addl CIT R 60 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 60 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 21 Kolkata",ADL61,"Addl CIT R 61 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 61 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 21 Kolkata",ADL62,"Addl CIT R 62 Kol",Bamboovilla,NA,NA,700014,"Addl CIT R 62 Kol",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT 21 Kolkata",ADL63,"Addl CIT R 63",Bamboovilla,NA,NA,700014,"Addl CIT R 63 Kol",5
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXIV",ADL70,"Addl CIT","civic center",delhi,NA,110002,ADDL.CIT,4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXIV",ADL71,ADDL.CIT71,"CIVIC CENTER",NA,NA,110002,ADDL.CIT,4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXIV",ADL72,ADDL.CIT,"CIVIC CENTER",NA,NA,110002,ADDL.CIT,4
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Asansol",ADLA1,"Addl CIT R 1 Asl","Parmar Building",NA,NA,713304,"Addl CIT R 1 Asl",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Asansol",ADLA2,"Addl CIT R 2 Asl","Parmar Building",NA,NA,713304,"Addl CIT R 2 Asl",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Asansol",ADLA3,"Addl CIT R 3 Asl","Parmar Building",NA,NA,713304,"Addl CIT R 3 Asl",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Kurnool",ADKDP,"Additional CIT","Kadapa Range  2-430/8 Nagarajupet Kadapa",NA,NA,516001,"Addl CIT Kadapa",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Kurnool",ADKNL,"Additional CIT Kurnool","Aayakar Bhavan","Opp Childrens Park NR Pet",Kurnool,518001,"JCIT Kurnool",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLB1,"Addl.CIT Range 1 Burdwan","Court Compound",Burdwan,NA,713101,"Addl.CIT Range 1 Burdwan",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLB2,"Addl.CIT Range 2 Burdwan","Court Compound",Burdwan,NA,713101,"Addl.CIT Range 2 Burdwan",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLB3,"Addl.CIT Range 3 Suri","Aayakar Bhawan",Suri,NA,731101,"Addl.CIT Range 3 Suri",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLC1,"Addl.CIT Range 1 Central Kolkata","Aayakar Bhawan Poorva",Kolkata,NA,700107,"Addl.CIT Range 1 Central Kolka",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLC2,"Addl.CIT Range 2 Central Kolkata","Aayakar Bhawan Poorva",Kolkata,NA,700107,"Addl.CIT Range 2 Central Kol",3
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Siliguri",ADJS3,"Addl CIT R 3 Slg","Aayakar Bhawan",NA,NA,734101,"Addl CIT R 3 Slg",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLD1,"Addl.CIT Range 1 DURGAPUR","Aayakar Bhawan Annexe",Durgapur,NA,713216,"Addl.CIT Range 1 DURGAPUR",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLD2,"Addl.CIT Range 2 Durgapur","Aayakar Bhawan Annexe",Durgapur,NA,713216,"Addl.CIT Range 2 Durgapur",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADLD3,"Addl.CIT Range 3 Bankura","Income Tax Office",Bankura,NA,722101,"Addl.CIT Range 3 Bankura",3
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax, JAMMU",ADLJ1,"Range 1 Jammu","Aayakar Bhawan  Rail Head Complex","Dr. Ambedkar Chowk  Jammu",NA,180012,"Addl. CIT",4
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax, JAMMU",ADLJ2,"Range 2 Jammu","Aayakar Bhawan  Rail Head Complex Dr. Ambedkar Cho","wk  Jammu",NA,180012,"ADDL. CIT",4
"Central Board of Direct Taxes (Income Tax)","Pr.DIT Investigation Lucknow",ADLKO,"ADDL. DIRECTOR OF INCOME TAX INV","5  Ashok Marg  Aayakar Bhawan Lucknow",NA,NA,226001,"Joint Director of Income Tax",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Siliguri",ADLS1,"Addl CIT R 1 Slg","Aayakar bhawan",NA,NA,734101,"Joint CIT R 1 Slg",5
"Central Board of Direct Taxes (Income Tax)","Pr.CIT Siliguri",ADLS2,"Addl CIT R 2 Slg","Aayakar bhawan",NA,NA,734101,"Joint CIT R 2 Slg",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax, JAMMU",ADLS3,"Range 3 Srinagar","Income Tax Office Shah House  Post office Lane Raj","Bagh  Srinagar",NA,190008,"ADDL. CIT",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX AHMEDABAD",ADMAM,"CIT ADMN TPS","2ND FLOOR  AAYKAR BHAVAN","ASHRAM ROAD",AHMEDABAD,380009,"CIT ADMN TPS",3
"Central Board of Direct Taxes (Income Tax)","ADDL. DIRECTOR OF INCOME TAX INV",ADBLK,"Assistant Director of Income tax Inv. Bareilly","Aayakar Bhawan","Civil Lines",Bareilly,243001,"Deputy Director of Income Tax",6
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax BHOPAL (TDS)",ADBPL,"ADDL. CITTDS Bhopal","48  Aayakar Bhawan Hoshangabad RoadBhopal",NA,NA,462011,"Joint CIT TDS",4
"Central Board of Direct Taxes (Income Tax)","CCIT PANAJI",ADBR1,"ADDL COMMISSIONER OF INCOME TAX RANGE1 BELAGAVI","BLESSINGS PIONEER COMPLEX  OPP DISTRICT CIVIL","HOSPITAL DR.B R AMBEDKAR HOSPITAL",BELAGAVI,590001,"ADDL CIT",4
"Central Board of Direct Taxes (Income Tax)","CCIT PANAJI",ADBR2,"ADDL COMMISSIONER OF INCOME TAX R 2 BELAGAVI","FerozKhimjibhai Commercial Complex  Opp. Civil","Hospital  Dr. Ambedkar Road  Belagavi",Belagavi,590001,ADDL.CIT,4
"Central Board of Direct Taxes (Income Tax)","TDS RANGE JAIPUR",ADC29,"Addl.CIT TDS Jaipur","Room No. 312  NCR Building","Statue Circle",Jaipur,302005,DCIT,5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Kurnool",ADATP,"Additional CIT Anantapur","Aayakar Bhavan 3 rd Road  New town Anantapur",NA,NA,515001,"Additional CIT Anantapur",5
"Central Board of Direct Taxes (Income Tax)","Pr. CCIT (CCA) Hyderabad",ADCHQ,"Admn. & Vigilance","10-C  I.T. TOWERS  A.C. GUARDS","MASAB TANK",HYDERABAD,500004,"ADDL. CIT H.QRS. ADMN. VIG.",3
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax LTU",ADCIT,"Additional Commissioner of Income Tax LTU","29th Floor World Trade Centre  Cuffe Parade MUMBAI",NA,NA,400005,"JT. CIT LTU",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX 2",ADCKN,"Addl.Commissioner of Incometax Karimnagar","Aayakar Bhavan Near Bus Stand Karimnagar",NA,NA,NA,"Addl.  Commissioner of Incometax",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income tax 12",AD121,"Addl. CIT Rg 121","Rg 12 1 1st flr","AAykar Bhavan New Marine Lines",Mumbai,400020,"Addl CIT",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income tax 12",AD122,"Addl.CIT Rg 122","1st flr Aaykar Bhavan","New Marine Lines","Mumbai 400020",400020,"Addl.CIT Rg 122",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income tax 12",AD123,"Addl.CIT Rg 123","1st flr Aaykar Bhavan","New Marine Lines",Mumbai,400020,"Addl CIT Rg 123",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax",AD131,"Addl. CIT 13.1","Room No. 419B  4th Floor","Aayakar Bhavan  M. K. Road",Mumbai,400020,"Jt. CIT",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax",AD132,"Addl. CIT 13.2","Room No. 419A  4th Floor","M.K. Road  Aayakar Bhavan",Mumbai,400020,"Jt. CIT",5
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax",AD133,"Addl. CIT 13.3","Room No. 419B  4th Floor","M.K. Road  Aayakar Bhavan",Mumbai,400020,"Jt. CIT",5
"Central Board of Direct Taxes (Income Tax)","ADDL CIT 9 2",AD092,ITO9.2.1,"601A AAYAKAR BHAVAN",CHURCHGATE,MUMBAI,400020,"INCOME TAX OFFICER",6
"Central Board of Direct Taxes (Income Tax)","COMMISSIONER OF INCOME TAX 22 MUMBAI",AD223,"ADDITIONAL COMMISSIONER OF INCOME TAX 22 3","Room No. 301  3rd. Floor  Piramal Chambers","Lalbaugh  Parel","Mumbai - 400 012",400012,"ADDL.CIT RANGE 22 3",5
"Central Board of Direct Taxes (Income Tax)","ADDL. DIRECTOR OF INCOME TAX INV",AD2LK,"Assistant Director of Income tax Inv. 2 Lucknow","Aayakar Bhawan  Annexe  5  Ashok Marg  Lucknow Luc",know,NA,226001,"Deputy Director of Income Tax",6
"Central Board of Direct Taxes (Income Tax)","ADDL CIT 35 3",AD353,"CIRCLE 353","402 C-12",BKC,MUMBAI,400051,"DCIT 353 MUMBAI",6
"Central Board of Direct Taxes (Income Tax)","COMMISSIONER OF INCOME TAX IT MUMBAI IV",AD41I,"ADDL. CIT 4 1","1709  17TH FLOOR  AIR INDIA BUILDING  NARIMAN POIN","T MUMBAI",NA,400021,"Joint CIT",5
"Central Board of Direct Taxes (Income Tax)","CIT IT 4",AD41M,"ADDL. CIT IT41","ROOM NO. 1709  17TH FLOOR AIR INDIA BUILDING  NARI","MAN POINT  MUMBAI",NA,400021,"Joint CIT",5
"Central Board of Direct Taxes (Income Tax)","COMMISSIONER OF INCOME TAX IT MUMBAI IV",AD42I,"ADDL CIT IT 4 2","1705  17TH FLOOR","AIR INDIA BUILDING  NARIMAN POINT",MUMBAI,400021,"ADDL CIT",5
"Central Board of Direct Taxes (Income Tax)","CIT IT 4",AD42M,"ADDL. CIT IT 42","1705  17 TH FLOOR","AIR INDIA BUILDING","NARIMAN POINT MUMBAI",400021,"ADDL CIT",5
"Central Board of Direct Taxes (Income Tax)","COMMISSIONER OF INCOME TAX IT MUMBAI IV",AD43I,"ADDL. CIT. 4 3 MUMBAI","1709  17 TH FLOOR  AIR INDIA BUILDING  NARIMAN POI","NT MUMBAI",NA,400021,"Joint CIT",5
"Central Board of Direct Taxes (Income Tax)","CIT IT 4",AD43M,"ADDL CIT 4 3 MUMBAI","1709  17TH FLOOR","AIR INDIA BUILDING  NARIMAN POINT",MUMBAI,400021,"JOINT CIT",5
"Central Board of Direct Taxes (Income Tax)","ADDL. DIRECTOR OF INCOME TAX INVESTIGATION",ADALD,"ADIT Inv. Allahabad","Aayakar Bhawan  Civil Lines",Allahabad,NA,211001,"Asstt. Director of Income Tax",6
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD01,"Addl.CIT Range1 Kolkata","Aayakar Bhawan","7th Floor  R no 16","P7  Chowringhee Square  Kol",700069,"Addl.CIT Range1 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD02,"Addl.CIT Range2 KOLKATA","Aayakar Bhawan","7th Floor  R No 19","P7  Chowringhee Square  Kolkata",700069,"Addl.CIT Range2 KOLKATA",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD03,"Addl.CIT Range3 Kolkata","Aayakar Bhawan","4th Floor  R No 15","P7  Chowringhee Square  Kolkata",700069,"Addl.CIT Range3 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD04,"Addl.CIT Range4 Kolkata","Aayakar Bhawan","8th Floor  R No 8","P7  Chowringhee Square  Kolkata",700069,"Addl.CIT Range4 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD05,"Addl.CIT Range 5 Kolkata","Aayakar Bhawan","Floor No 8  R No 18","P7  Chowringhee Square  Kolkata",700069,"Addl.CIT Range 5 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD06,"Addl.CIT Range 6 Kolkata","Aayakar Bhawan","8th Floor  R No 18","P7  Chowringhee Square  Kolkata",700069,"Addl.CIT Range 6 Kolkata",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",ADD08,"Addl.CIT Range 8 Kolkata","Aayakar Bhawan","5th Floor  R No 20","P7  Chowringhee Square",700069,"Addl.CIT Range 8 Kolkata",3
